"ActivityType" "SubjectID" "tBodyAcc.mean.X" "tBodyAcc.mean.Y" "tBodyAcc.mean.Z" "tBodyAcc.std.X" "tBodyAcc.std.Y" "tBodyAcc.std.Z" "tGravityAcc.mean.X" "tGravityAcc.mean.Y" "tGravityAcc.mean.Z" "tGravityAcc.std.X" "tGravityAcc.std.Y" "tGravityAcc.std.Z" "tBodyAccJerk.mean.X" "tBodyAccJerk.mean.Y" "tBodyAccJerk.mean.Z" "tBodyAccJerk.std.X" "tBodyAccJerk.std.Y" "tBodyAccJerk.std.Z" "tBodyGyro.mean.X" "tBodyGyro.mean.Y" "tBodyGyro.mean.Z" "tBodyGyro.std.X" "tBodyGyro.std.Y" "tBodyGyro.std.Z" "tBodyGyroJerk.mean.X" "tBodyGyroJerk.mean.Y" "tBodyGyroJerk.mean.Z" "tBodyGyroJerk.std.X" "tBodyGyroJerk.std.Y" "tBodyGyroJerk.std.Z" "tBodyAccMag.mean" "tBodyAccMag.std" "tGravityAccMag.mean" "tGravityAccMag.std" "tBodyAccJerkMag.mean" "tBodyAccJerkMag.std" "tBodyGyroMag.mean" "tBodyGyroMag.std" "tBodyGyroJerkMag.mean" "tBodyGyroJerkMag.std" "fBodyAcc.mean.X" "fBodyAcc.mean.Y" "fBodyAcc.mean.Z" "fBodyAcc.std.X" "fBodyAcc.std.Y" "fBodyAcc.std.Z" "fBodyAccJerk.mean.X" "fBodyAccJerk.mean.Y" "fBodyAccJerk.mean.Z" "fBodyAccJerk.std.X" "fBodyAccJerk.std.Y" "fBodyAccJerk.std.Z" "fBodyGyro.mean.X" "fBodyGyro.mean.Y" "fBodyGyro.mean.Z" "fBodyGyro.std.X" "fBodyGyro.std.Y" "fBodyGyro.std.Z" "fBodyAccMag.mean" "fBodyAccMag.std" "fBodyBodyAccJerkMag.mean" "fBodyBodyAccJerkMag.std" "fBodyBodyGyroMag.mean" "fBodyBodyGyroMag.std" "fBodyBodyGyroJerkMag.mean" "fBodyBodyGyroJerkMag.std"
"SITTING" 13 0.278783277192771 -0.0211772601746988 -0.108535230855422 -0.238243716626506 0.110769588696988 -0.221117081259036 0.913827990481928 -0.279238485421687 -0.104118185535301 -0.961564936385542 -0.939865160963855 -0.935298320843373 0.0856721441622289 0.0159699005240964 0.00102154956144578 -0.218853920168675 -0.0442904733925301 -0.401938742289157 -0.0677322302819277 -0.0489193412190361 0.0737434893818072 -0.417480970879518 -0.301032028240964 -0.313394407650602 -0.0806634162433735 -0.0521563599216867 -0.0591117094096386 -0.356367578048193 -0.403343865903614 -0.357671948192771 -0.0814918464445783 -0.214470781271084 -0.0814918464445783 -0.214470781271084 -0.174420584260241 -0.154323176661084 -0.198607843445783 -0.283151611156627 -0.376295947108434 -0.386067773481928 -0.25291861123012 0.0623902853151807 -0.255738038746988 -0.234772635072289 0.0633969513506024 -0.267911941075904 -0.265708406179518 -0.12648371080241 -0.364945093961446 -0.240606648050759 -0.0189687476820482 -0.438371494096386 -0.284116268177108 -0.287987338903614 -0.220656965578313 -0.462261400843373 -0.320982430951807 -0.41228058686747 -0.164551090096386 -0.367895842289157 -0.147809405677108 -0.17057626734759 -0.296893844518072 -0.405377456831325 -0.389116281614458 -0.426274526036145
"SITTING" 14 0.276466048684211 -0.0154641325986842 -0.10545153395 -0.788800885263158 -0.59808627868421 -0.515712224210526 0.80757983368421 -0.266058192894737 -0.41633728 -0.962810971052632 -0.959838841842105 -0.935313071842105 0.0900087111631579 -0.0268962199184211 -0.00729981075 -0.805829011052632 -0.789374780789474 -0.794150662894737 -0.00302359594605263 -0.0746697726263158 0.0681301833947369 -0.830847853157895 -0.571221531578947 -0.544239980526316 -0.106822100713158 -0.0508601279 -0.0411922245526316 -0.887289762631579 -0.821795855789474 -0.804916117368421 -0.6559487895 -0.683759710371053 -0.6559487895 -0.683759710371053 -0.783038765789474 -0.786639905263158 -0.597659522105263 -0.615451486 -0.827453437368421 -0.848445385789474 -0.785699815552632 -0.677339138102632 -0.62994474618421 -0.790199681052632 -0.586640594210526 -0.496395105789474 -0.80825805 -0.795258091052632 -0.773912081315789 -0.821271625526316 -0.797631215526316 -0.813136372105263 -0.824185160526316 -0.668560106447368 -0.639845575657895 -0.834740001842105 -0.525028114473684 -0.559328992631579 -0.705166440736842 -0.721530619026316 -0.775862873947368 -0.802217323157895 -0.685852432923684 -0.635911741636842 -0.841227584473684 -0.870268272631579
"SITTING" 15 0.273705055129032 -0.0109137667532258 -0.111609259387097 -0.983475917903226 -0.89760755016129 -0.934134732096774 0.893136606129032 0.0863465507096774 0.02544079783 -0.978630623387097 -0.930080716774194 -0.941808143709677 0.0778883375322581 -0.0137743408069355 -0.00378504018635484 -0.984823076935484 -0.97240740983871 -0.985580066935484 -0.0369324592637097 -0.0819378600758064 0.0835781248629032 -0.967494645967742 -0.971526287580645 -0.954000587096774 -0.0971869527419355 -0.0396239861433871 -0.0489943374806452 -0.984407573548387 -0.988692239193548 -0.984238636612903 -0.944604547741935 -0.920044672419355 -0.944604547741935 -0.920044672419355 -0.982514949677419 -0.981166871129032 -0.940603148225806 -0.945189610967742 -0.988201107419355 -0.986405863064516 -0.982670049677419 -0.921426794451613 -0.954952816129032 -0.983943382580645 -0.892690005 -0.92838114 -0.984743730322581 -0.972604825645161 -0.983149065806452 -0.986307449516129 -0.974224724516129 -0.986642882903226 -0.967416427096774 -0.975869270806452 -0.958565779193548 -0.967972293548387 -0.969455556451613 -0.956879097096774 -0.937549132225806 -0.923325654677419 -0.980576963387097 -0.980838851774193 -0.962398353225806 -0.944338616612903 -0.987115347741935 -0.986093260806452
"SITTING" 16 0.288731920441176 -0.0112917266367647 -0.08685417025 -0.981073913823529 -0.940311577058824 -0.920686019117647 0.933230896617647 -0.0792578229411765 -0.143355700423529 -0.969867240147059 -0.963632149117647 -0.927614008411765 0.0707999757352941 0.00855541723248529 -0.0125030005591176 -0.989033882352941 -0.978896828823529 -0.983306899558824 -0.0274469244602941 -0.0796868068088235 0.0887326032382353 -0.974899646764706 -0.960539457352941 -0.965185232647059 -0.100626504323529 -0.0413389997352941 -0.0534329448147059 -0.986651749264706 -0.989781887352941 -0.988300693529412 -0.949187680294118 -0.922886496764706 -0.949187680294118 -0.922886496764706 -0.986135578970588 -0.981071019852941 -0.957361774411765 -0.9437818825 -0.990984897205882 -0.987271279705882 -0.982637121470588 -0.955760679852941 -0.950896340882353 -0.980719226911765 -0.936807275147059 -0.912663973676471 -0.989127526911765 -0.978631130882353 -0.981169801617647 -0.989935296470588 -0.980875097058823 -0.983979229117647 -0.973602961911765 -0.968208690588235 -0.966933199411765 -0.9756485475 -0.956897021323529 -0.967872557941176 -0.949098945441176 -0.923442296441176 -0.981734065147059 -0.979146948676471 -0.95840862 -0.94450798 -0.988100847941176 -0.986789611029412
"SITTING" 17 0.278942375538462 -0.0141718484615385 -0.110830884769231 -0.993162748307692 -0.961669492615385 -0.966657254153846 0.931737176307692 -0.0852634827384615 -0.156545966423077 -0.987680573230769 -0.965825771384615 -0.959576995384615 0.0740177783384615 0.00641824150615385 -0.000685533612615385 -0.993831244615385 -0.987339034615385 -0.991224676307692 -0.0342514143876923 -0.0776590052138462 0.0891937827630769 -0.988784617692308 -0.988492439846154 -0.982192575230769 -0.0975537846 -0.0398871302772308 -0.0524431393107692 -0.994326573538462 -0.994898632923077 -0.993826770461538 -0.973458408461538 -0.966314268615385 -0.973458408461538 -0.966314268615385 -0.992704744153846 -0.991136359538462 -0.972683550615385 -0.979692920769231 -0.996097342615385 -0.994324738 -0.992816676923077 -0.969971151384615 -0.976075412307692 -0.993319553230769 -0.959482758153846 -0.963570883384615 -0.993951431692308 -0.987135046461538 -0.989436880153846 -0.994244319384615 -0.988548849692308 -0.991631476 -0.987962955692308 -0.989747614769231 -0.982812074461539 -0.989117033846154 -0.987883962 -0.983604512307692 -0.974832728 -0.966422163076923 -0.991155181230769 -0.989937062153846 -0.985713774923077 -0.979355348769231 -0.995041460461538 -0.993569489230769
"SITTING" 18 0.27344298974359 -0.0170983954307692 -0.105563059628205 -0.908567916794872 -0.894146237435897 -0.904826077179487 0.0762623694871795 0.529583600615385 0.431753605615385 -0.985388836923077 -0.991971089871795 -0.987384296794872 0.0739047355384615 0.0179153621024359 0.00895793773651282 -0.90630642974359 -0.904822182948718 -0.939128287820513 -0.0311461266410256 -0.0717237218366667 0.0926648103205128 -0.959650540897436 -0.921440163589744 -0.922120927435897 -0.100240213974359 -0.0457260119615385 -0.0558532776346154 -0.950503621025641 -0.94671000974359 -0.948194617307692 -0.897492240128205 -0.918301502692308 -0.897492240128205 -0.918301502692308 -0.909664510641026 -0.917058964230769 -0.921701532692308 -0.934280217435897 -0.946005802692308 -0.95418209025641 -0.908383406282051 -0.894492802692308 -0.915951108076923 -0.908724796410256 -0.899849816410256 -0.905475477307692 -0.914620666025641 -0.91036454474359 -0.934158596794872 -0.906087363461539 -0.905186383333333 -0.942573319615385 -0.948558337307692 -0.927841667179487 -0.929799718333333 -0.963192915128205 -0.918442806794872 -0.926972212564103 -0.912903603333333 -0.933606272179487 -0.915748034230769 -0.918151357564103 -0.935554125641026 -0.945154076538462 -0.951807296538462 -0.960708735769231
"SITTING" 19 0.275482208857143 -0.0181788188742857 -0.116302855071429 -0.744368604048714 -0.682658501428571 -0.761814276217143 -0.239067235 0.500349805428571 0.502001876371429 -0.967561828428571 -0.981613772571429 -0.972056858571429 0.0765962947542857 0.0176701243594503 -0.0167390272948571 -0.7127830825 -0.699971061042857 -0.774451529452857 -0.00526215760828571 -0.0962119470714286 0.101033479457143 -0.736606454757143 -0.741496418953 -0.761389477742857 -0.0950203006714286 -0.0317270270957143 -0.0648652868285714 -0.71212999517 -0.790018311071429 -0.798358361242857 -0.711713829411429 -0.7504165396 -0.711713829411429 -0.7504165396 -0.70439443235 -0.728450021207143 -0.685442168908571 -0.71313143391 -0.768807708657143 -0.789980415605714 -0.739297350942857 -0.678567574 -0.752453677785714 -0.74717195897 -0.704755904157143 -0.786986353805714 -0.730862673681429 -0.71759761531 -0.7609912813 -0.719545373238571 -0.700774457014286 -0.786294857285714 -0.658684293271429 -0.733075963521429 -0.734994185101429 -0.762068627499429 -0.749783774128571 -0.793028439142857 -0.721934960712429 -0.8080186305 -0.718726743071429 -0.741841106348571 -0.736319389658571 -0.7474766458 -0.786140349228571 -0.810558477542857
"SITTING" 20 0.282179809194444 -0.0174740315266667 -0.108873483141667 -0.0479845455666667 0.480904353055556 -0.149144924208333 0.900598099861111 -0.32278481625 -0.0452552522969444 -0.947387531388889 -0.927797747083333 -0.924740476527778 0.078148734375 -0.00571554687222222 -0.0102374370666667 -0.116882775279167 0.161495965791667 -0.373846365916667 -0.0333195319111111 -0.0630044640138889 0.0946775199466667 -0.239438885013889 -0.0914045520319444 0.0882480079305556 -0.0868274414013889 -0.0446450642375 -0.0607616524694444 -0.2804724825625 -0.268831879125 -0.137083935772222 0.129208124351389 0.00712111672222222 0.129208124351389 0.00712111672222222 -0.0803269151541667 -0.00380438755597222 0.0699134567194444 -0.0544993147622222 -0.270382256958333 -0.234773726308333 -0.0801723017722222 0.373434605109167 -0.185143154533333 -0.0391871130086111 0.439180963611111 -0.198151004513889 -0.172136300887903 0.0836608688444444 -0.336681610291667 -0.13961575975 0.167830303722778 -0.409802637375 -0.108413339698611 -0.0963376819690278 0.1244893101 -0.284184082472222 -0.0970595540319444 -0.0255395705416667 0.0468597581152778 -0.178284809198611 -0.00876940360888889 -0.00645007660833333 -0.106490816693333 -0.183408792027778 -0.267844054575278 -0.248135107395833
"SITTING" 21 0.273893107333333 -0.0189977230316667 -0.10519742305 -0.789930032 -0.69825120094 -0.753759168166667 0.1066233165 0.3205203265 0.505123818833333 -0.962849035333333 -0.9815354565 -0.975746090833333 0.0790214853733333 0.0147536356643333 -0.0180632158821667 -0.760312857633333 -0.71855707345 -0.8446639325 -0.0389754421066667 -0.07933429 0.092820593105 -0.8329895855 -0.812937855333333 -0.809032079 -0.0932413582333333 -0.046934347 -0.0656553295833333 -0.780495035 -0.853077357833333 -0.864668992833333 -0.743454369166667 -0.7876375255 -0.743454369166667 -0.7876375255 -0.767598433833333 -0.742402178983333 -0.7835673035 -0.807663462666667 -0.838902004333333 -0.842726981666667 -0.784793974833333 -0.70075536966 -0.787218487333333 -0.793356639666667 -0.715642889766667 -0.754696023666667 -0.779587775 -0.744151349916667 -0.832924768333333 -0.761966213033333 -0.709650347061667 -0.8549109835 -0.786146393666667 -0.819761294 -0.814162489833333 -0.848067080333333 -0.811807055833333 -0.8250914425 -0.7820614925 -0.824021488833333 -0.75902519825 -0.724105712868333 -0.814692443333333 -0.837404654833333 -0.854907927833333 -0.838694683333333
"SITTING" 22 0.283204482080645 -0.0167045099317903 -0.107888807980645 -0.446673264819355 -0.411533163145161 -0.617930160483871 0.364518540322581 0.177170967580645 0.323939109258065 -0.957600123064516 -0.968040047419355 -0.950741763064516 0.0536942717630645 0.015027242316129 -0.00693233310064516 -0.486656874251613 -0.417521492456452 -0.67568515516129 -0.0224520303419355 -0.0770098299725806 0.114608318193548 -0.635767389696774 -0.738779940483871 -0.595371725451613 -0.118617265833871 -0.0405303535983871 -0.0707996090758065 -0.626452806193548 -0.808151188548387 -0.641672119048387 -0.416291527258065 -0.526480732630968 -0.416291527258065 -0.526480732630968 -0.497952256293548 -0.477825036279032 -0.574838059583871 -0.655550746290323 -0.724560169032258 -0.771748959193548 -0.501699301517742 -0.407199612790323 -0.626576155483871 -0.426832862527419 -0.451704296591936 -0.644162494516129 -0.522601055035484 -0.447451603922581 -0.653664026935484 -0.495460151753226 -0.424694836589871 -0.696328253548387 -0.561259822419355 -0.736071407580645 -0.556850957419355 -0.66020873616129 -0.742904796935484 -0.646569285806452 -0.484910652895161 -0.627308726619355 -0.483751526382258 -0.47518562898871 -0.685481490806452 -0.695524659516129 -0.782113094516129 -0.776970306612903
"SITTING" 23 0.270837222847826 -0.0222275607932609 -0.117500395258696 -0.496135901313043 -0.395505806641304 -0.258749134971739 0.435830511304348 0.0594568513043478 0.24996296573913 -0.950199646956522 -0.95477072173913 -0.927882935434783 0.0901638235652174 0.0192264323630435 0.00282514358173913 -0.462625738543478 -0.445704980293478 -0.411415702636957 -0.00444687383695652 -0.100323696171739 0.0811475009521739 -0.66279347173913 -0.207593708869565 -0.525952222652174 -0.0729195013521739 -0.0424564904913043 -0.0535071973956522 -0.610552779782609 -0.241028710221739 -0.621075831086957 -0.392017010654348 -0.39656449023913 -0.392017010654348 -0.39656449023913 -0.418179556447826 -0.34156943853913 -0.352452507256304 -0.245358025891304 -0.403238699615217 -0.266158860124783 -0.466307784334783 -0.393103458543478 -0.290808524326087 -0.509667714021739 -0.436378038652174 -0.301164168763043 -0.484171816282609 -0.475883500108696 -0.397501855256522 -0.488816694978261 -0.451260577304348 -0.426298858471739 -0.567702131956522 -0.217367551991304 -0.497603972791304 -0.694101546956522 -0.208976365530435 -0.580589235019565 -0.328437775452174 -0.534019968586957 -0.326912006021739 -0.366519398843478 -0.224362758182609 -0.398339780691304 -0.294086742878261 -0.282640441904348
"SITTING" 24 0.271964826428571 -0.0139944611901429 -0.104664020085714 -0.769616969 -0.708073650061429 -0.755180253428571 0.788111116714286 0.0828496637142857 0.0550148785914286 -0.983442479142857 -0.963100578285714 -0.959504955142857 0.0860973953428571 0.00521595841838571 -0.00129011513358571 -0.818471525285714 -0.798065071254286 -0.82827968 -0.03196111768 -0.0743610373842857 0.0764795023714286 -0.840672834957143 -0.843084331 -0.798517985714286 -0.0937142813285714 -0.03869523805 -0.0494375350642857 -0.859611164714286 -0.871089981285714 -0.874832272428571 -0.736773096071429 -0.735110868871429 -0.736773096071429 -0.735110868871429 -0.811505893857143 -0.786154259 -0.763350335814286 -0.807903256257143 -0.875363141 -0.864332602 -0.792252721285714 -0.731673301135714 -0.7640562897 -0.761787056252857 -0.714527856662857 -0.77015201 -0.824892366142857 -0.806813721228571 -0.811514912428571 -0.828286056857143 -0.802457993957143 -0.843834897857143 -0.8089442393 -0.836440996571429 -0.805330356 -0.851359697571429 -0.849320680285714 -0.815828402428571 -0.739083130007143 -0.773694601371429 -0.789607441428571 -0.782896779857143 -0.824525700714286 -0.831250617857143 -0.869385158714286 -0.867456493714286
"SITTING" 25 0.270655555185185 -0.0150947039607407 -0.108211835703704 -0.701804372777778 -0.505220685207407 -0.667657675555556 0.386552264444444 0.0961670608703704 0.457456608262963 -0.926389804259259 -0.819186547481481 -0.875819202037037 0.0715767000555556 0.00429805167925926 -0.0196672902381481 -0.772208749814815 -0.687481120740741 -0.833708186481481 -0.0134279200537037 -0.0800659634333333 0.114938544888889 -0.676644981296296 -0.780727748148148 -0.711936510555556 -0.109461719277778 -0.0412721918259259 -0.0660708594222222 -0.745984084444444 -0.899516682407407 -0.802507404259259 -0.524806559037037 -0.633813843407407 -0.524806559037037 -0.633813843407407 -0.751266568703704 -0.75790156537037 -0.629421100740741 -0.699313386111111 -0.834099243888889 -0.865237108148148 -0.742117954814815 -0.57005053462963 -0.728912057222222 -0.687624040185185 -0.506566422574074 -0.66242612462963 -0.783324391851852 -0.705235228703704 -0.822124348333333 -0.781065727592593 -0.689557983518518 -0.844096623888889 -0.66914998237037 -0.826704765925926 -0.708223870185185 -0.683258147777778 -0.758482423148148 -0.740201355740741 -0.672135721666667 -0.674157482703704 -0.760251628333333 -0.756397796111111 -0.751312167037037 -0.71862252962963 -0.866705496111111 -0.872981758703704
"SITTING" 26 0.277024364691358 -0.0176029198099877 -0.109489413244444 -0.448427249765432 -0.393556883707407 -0.577216033703704 0.956154771851852 -0.143050564740741 0.0920438696724691 -0.977533331975309 -0.954086007407407 -0.956789079876543 0.0911602043975309 -0.00864512475061728 -0.0181773259903704 -0.536890032975309 -0.528622377118531 -0.679232890740741 0.00407258671481482 -0.0845898615938272 0.0871520644487654 -0.657245840987654 -0.714854266666667 -0.574900708679012 -0.0951921209296296 -0.0439702288641975 -0.0584641753123457 -0.602002124320988 -0.765538000123457 -0.672542460246914 -0.422751364159259 -0.44352972337037 -0.422751364159259 -0.44352972337037 -0.552175182240741 -0.533618584802469 -0.574953965925926 -0.650438600617284 -0.704341109259259 -0.741896945308642 -0.494281942403704 -0.429926074061728 -0.602513367407407 -0.433246447222222 -0.415011649904938 -0.597698577777778 -0.561901005728395 -0.559656324876543 -0.66904327617284 -0.552885039271605 -0.526705944198765 -0.688689090617284 -0.560299026407407 -0.709841932962963 -0.556412166296296 -0.688866169012346 -0.720606406419753 -0.62109338 -0.461056823455556 -0.521864736869136 -0.540270763333333 -0.52974011237037 -0.672430382469136 -0.696702334814815 -0.748276234320988 -0.751877306666667
"SITTING" 27 0.275368941020408 -0.0175791626918367 -0.108212791040816 -0.963576080204082 -0.968576094081633 -0.969371464285714 -0.487613120204082 0.546599145306122 0.832025618040816 -0.964607151020408 -0.992411558163265 -0.98507014122449 0.0845514339755102 0.0188487134265306 -0.000542805688571429 -0.973723847755102 -0.970829542244898 -0.976497621632653 -0.0242498159097959 -0.0945228985918367 0.128263601142857 -0.978953423061224 -0.978419107755102 -0.963584058979592 -0.100456781583673 -0.036333372564898 -0.065009401877551 -0.985262785306122 -0.988022212244898 -0.983786863469388 -0.965246135102041 -0.963768504693878 -0.965246135102041 -0.963768504693878 -0.974539511428571 -0.973370439795918 -0.948585772040816 -0.957823013265306 -0.987829282040816 -0.987257659183673 -0.96434137877551 -0.966614618367347 -0.97065216244898 -0.96335571122449 -0.970781394285714 -0.970434833265306 -0.973770970204082 -0.971587461020408 -0.973792615306122 -0.976094045306122 -0.972012080408163 -0.977736237755102 -0.975168228163265 -0.979939391632653 -0.964670615714286 -0.980143898367347 -0.977743606122449 -0.966563693061224 -0.964905772653061 -0.968613415306122 -0.973218776530612 -0.972638900816327 -0.968948374285714 -0.958178646734694 -0.987900069795918 -0.987050658163265
"SITTING" 28 0.278224290350877 -0.0191819448982456 -0.112179290578947 -0.983922897894737 -0.942986584385965 -0.942419233859649 0.916202068421053 -0.111637456438596 0.135710849540351 -0.992643465438596 -0.97648355754386 -0.964716489473684 0.0757286437017544 0.0147130144447368 0.000599022840175438 -0.975021415789474 -0.960347289649123 -0.976149860350877 -0.0293955791503509 -0.072549015 0.0839004063684211 -0.976298873508772 -0.956945059122807 -0.959135985087719 -0.0969115947894737 -0.0398215683877193 -0.0547219513087719 -0.977062517719298 -0.980063969298246 -0.970304653508772 -0.96015905754386 -0.954791556666667 -0.96015905754386 -0.954791556666667 -0.972316998947368 -0.968864453508772 -0.957767279473684 -0.95196903 -0.979264056666667 -0.97678283368421 -0.979630157368421 -0.946725501754386 -0.955412053157895 -0.986009829298246 -0.943994621754386 -0.939555491754386 -0.975608340526316 -0.961081164912281 -0.972673592280702 -0.97666609122807 -0.962373226140351 -0.978242167017544 -0.970578979473684 -0.962974861578947 -0.955508790526316 -0.978208924385965 -0.954252294210526 -0.964205240350877 -0.957108814561404 -0.959988035438596 -0.967644185438596 -0.969548404035088 -0.96056887245614 -0.954622044210526 -0.977561150175439 -0.977193547719298
"SITTING" 29 0.280012997272727 -0.0164423336590909 -0.110400922151515 -0.988851529242424 -0.964998853787879 -0.969644906515152 0.752924722878788 0.212338028848485 0.320329334522727 -0.980151366363636 -0.974982391666667 -0.967717838939394 0.0743727744106061 0.00617549153333333 0.00278178573833333 -0.993487426515152 -0.984185541969697 -0.990372175151515 -0.0365904351515152 -0.0804470974363636 0.0723469388484849 -0.99013354 -0.987428601666667 -0.968507956818182 -0.0961245093181818 -0.038721265319697 -0.0510016704651515 -0.993256507121212 -0.995451802121212 -0.99298283530303 -0.977220802575758 -0.968338967575758 -0.977220802575758 -0.968338967575758 -0.990838022727273 -0.990732499545455 -0.958811191515151 -0.96861568 -0.995454681969697 -0.994995196666667 -0.990194657727273 -0.970709694393939 -0.97672229530303 -0.988451830909091 -0.963659103787879 -0.967521207878788 -0.993417327272727 -0.983957552272727 -0.988711538787879 -0.994170797575758 -0.985694552272727 -0.990607593939394 -0.988167543181818 -0.989578815 -0.971214873636364 -0.990749008787879 -0.986278746060606 -0.970433545909091 -0.973839123030303 -0.969901873939394 -0.990241696969697 -0.990122061212121 -0.978114714545455 -0.968062450757576 -0.995160518939394 -0.99482724969697
"SITTING" 30 0.278966288382353 -0.0182805857632353 -0.106543305058824 -0.989366300147059 -0.953702137058824 -0.966869434852941 0.659570843676471 0.171898119987382 0.381606702794118 -0.990302733088235 -0.981343525294118 -0.975380520735294 0.0756541232647059 0.0130229056442647 -0.000830446162205882 -0.988326235882353 -0.976874422205882 -0.9867538375 -0.0346810098205882 -0.0695167179088235 0.0729785484558823 -0.972069524264706 -0.97699906 -0.959732381176471 -0.0976232043044118 -0.0399351599338235 -0.0507239033088235 -0.988553214705882 -0.990213643382353 -0.986867627205882 -0.972834898235294 -0.967126050588235 -0.972834898235294 -0.967126050588235 -0.986337664411765 -0.983315091323529 -0.952348416323529 -0.950244632647059 -0.991022086911765 -0.987535633382353 -0.988201297941177 -0.961270362647059 -0.974881837794118 -0.989909496617647 -0.952411407941177 -0.964570007794118 -0.988142900147059 -0.977164062205882 -0.984132981911765 -0.989655918382353 -0.978230927205882 -0.988057168088235 -0.971279726764706 -0.980573175882353 -0.963633076176471 -0.972595983088235 -0.975336646764706 -0.962213452647059 -0.972182804264706 -0.968791073088235 -0.983610478676471 -0.981895521323529 -0.965721980147059 -0.949422195588235 -0.988597011323529 -0.986769927205882
"STANDING" 1 0.278917629056604 -0.0161375901037736 -0.110601817735849 -0.995759901509434 -0.973190056415094 -0.979775876981132 0.942952000377358 -0.272983832264151 0.0134905823226415 -0.99376298509434 -0.981225957924528 -0.976324063584906 0.0753766542264151 0.00797573092830189 -0.00368524954709434 -0.994604542264151 -0.98564873245283 -0.992251177358491 -0.0239877347979245 -0.0593972209811321 0.074800751 -0.987191946603774 -0.98773444 -0.980645626981132 -0.0996092129056604 -0.0440627877924528 -0.0489505466716981 -0.992945106981132 -0.995137917358491 -0.992108467169811 -0.984278207358491 -0.981942928867925 -0.984278207358491 -0.981942928867925 -0.992367790566038 -0.993096209433962 -0.976493792830189 -0.978690028679245 -0.994966790566038 -0.994733238679245 -0.995249932641509 -0.977070847735849 -0.985297098679245 -0.99602834509434 -0.972293102075472 -0.977937259622642 -0.994630797358491 -0.985418704528302 -0.990752166037736 -0.995073759245283 -0.987018226792453 -0.992349818113208 -0.986386786037736 -0.988984455849057 -0.980773122830189 -0.987497128679245 -0.987107727735849 -0.98234533 -0.985356361132075 -0.982313804716981 -0.99254247754717 -0.992536003396226 -0.984617623396226 -0.978466072075472 -0.994815376981132 -0.994671123207547
"STANDING" 2 0.277480227540984 -0.0164413704836066 -0.105953531065574 -0.979926140163934 -0.948913317377049 -0.951314669836066 0.861672732459016 -0.228555062408918 0.192852308622951 -0.970923940327869 -0.960199893934426 -0.948031974754098 0.0744271296885246 0.0114292361359016 0.00210944405196721 -0.980672946721311 -0.970969239508197 -0.982537763934426 -0.0333121340903279 -0.0753915438196721 0.0831241271901639 -0.977222796885246 -0.970410182295082 -0.955117522622951 -0.102183115311475 -0.0421263811147541 -0.0532072165721311 -0.98233254442623 -0.983424854098361 -0.975169311803279 -0.96203051704918 -0.945817640983607 -0.96203051704918 -0.945817640983607 -0.980647527868852 -0.975414336885246 -0.94235484147541 -0.948649462295082 -0.98484269852459 -0.978311885901639 -0.977551802131148 -0.953119371639344 -0.963207941639344 -0.981288906721311 -0.949440354262295 -0.948346388688525 -0.980367872459016 -0.970424216393443 -0.979618811967213 -0.982904508852459 -0.97386995852459 -0.984102879180328 -0.971727155245902 -0.972017855081967 -0.952149563606557 -0.979089988852459 -0.969837012622951 -0.960449458852459 -0.953058575901639 -0.949978601803279 -0.975894670819672 -0.973805156229508 -0.958990356885246 -0.950984515573771 -0.978783661311475 -0.978992021639344
"STANDING" 3 0.270754031428571 -0.0158291854732143 -0.105861693821429 -0.975688324821429 -0.894449397142857 -0.908812893035714 0.676641658571429 0.209336009163929 0.205094634035714 -0.969037398214286 -0.938720735892857 -0.93025725625 0.0768180776535714 0.00807596243392857 -0.00740338417410714 -0.974485389464286 -0.9565016725 -0.975368942678571 -0.0367452698294643 -0.0786040184107143 0.111634324745714 -0.954851565892857 -0.953610827142857 -0.934981541785714 -0.104829652732143 -0.0371893857589286 -0.0591807531030357 -0.969452510178571 -0.980923275 -0.974750547321429 -0.92955116875 -0.912350983571429 -0.92955116875 -0.912350983571429 -0.970735286428571 -0.967437567142857 -0.920757554642857 -0.92711788175 -0.978854037321429 -0.976534146785714 -0.973181766964286 -0.916175197678571 -0.937316625535714 -0.976903090178571 -0.89072623625 -0.902014072142857 -0.97473636625 -0.956917827857143 -0.971562042857143 -0.976565851428571 -0.959321540714286 -0.977849663571429 -0.950244854464286 -0.961416280714286 -0.939924247321429 -0.956828441607143 -0.95003164375 -0.939487067857143 -0.929359323035714 -0.917326066785714 -0.96698283 -0.967126260357143 -0.94705571 -0.927389880142857 -0.977927553928571 -0.976074034107143
